Título,Conteúdo_Comentário,Status_resposta,Data_Comentário,URL_Título
Promoção de câmbio,"A promoção iria até hoje, 03/03, contudo quando fui fazer o câmbio a promoção não estava ativa. Eu fiz e não geraram o desconto, p",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/promocao-de-cambio_XXS9khx0fM9MQvXq/
Informe de rendimentos,"Fui tentar gerar meu informe de rendimentos como todo ano, porém hoje me deparo com o aviso que preciso regularizar pendencias par",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/informe-de-rendimentos_15qxlq1trLZhR-vw/
Gastos ocorridos em um furto não estão sendo estornados pela AVENUE,"Prezados, tive um furto na cidade de Londres, onde o cartão AVENUE foi [Editado pelo Reclame Aqui]. O mesmo foi bloqueado por mim,",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/gastos-ocorridos-em-um-furto-nao-estao-sendo-estornados-pela-avenue_rS3pBYV_AfL84rtf/
Cobrança indevida de corretagem,"Realizei 2 operações na data de hoje e fui cobrado em 2,5 dólares em cada ordem, em contato com o atendimento fui informado que de",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/cobranca-indevida-de-corretagem_q-_INl0an-69Bh63/
CARTÃO NO DEBITO NAO FUNCIONA EMPRESA NAO RESPONDE CHAT,Estou com problema para utilizar o cartão virtual no Brasil. Da erro toda vez. Entrei em contato e me foi passado que exclusivamen,,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/cartao-no-debito-nao-funciona-empresa-nao-responde-chat_afhfAlvneSXWCUjv/
Corretora não respeita seu cliente,"venho por meio dessa indignação reclamar o abuso que a reclamada vem praticando, ela agora está cobrando taxas de inatividade e o ",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/corretora-nao-respeita-seu-cliente_Lp6uvBzaaUgPJd03/
Sem acesso a negociação para transformar dólares em reais da Avenue.,Minha conta da Avenue não me deixa transformar meus dólares em reais e não consigo retirar um valor que preciso sacar para a minha,,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/sem-acesso-a-negociacao-para-transformar-dolares-em-reais-da-avenue_xS11BiaTZavyJD1k/
Retirada de valor e dificuldade para cancelamento de conta,"No dia 24/02 solicitei  via email  o câmbio de um valor que se encontra na corretora ($5,19)para realizar transferência para uma c",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/retirada-de-valor-e-dificuldade-para-cancelamento-de-conta_azZ4afSAYV5LbVQc/
CONTA BLOQUEADA PARA SAQUE,"Precisei trocar as informações da minha agência que antes era Santander, agora é Itaú.Fiz isto já à mais de mês, já até envi",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/conta-bloqueada-para-saque__WIozBpD9EMWEXV8/
Cobrança indevida,Há um tempo atrás solicitei a transferência dos meus ativos para outra corretora IB. Porém a Avenue não transferiu a totalid,,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/cobranca-indevida_rDex6FTmpEGtYMqR/
Meu investimento sumiu!,"Meu investimento sumiu, não vejo meu investimento na minha carteira e nada no extrato, simplesmente sumiu. O chat não conseguiu aj",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/meu-investimento-sumiu_JHoVf--Io-f5sDhS/
Conta negativa,"Entrei na minha conta da Avenue, para fazer uma operação porém percebi que o saldo esta negativo. sem informar o porque da conta n",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/conta-negativa_7s5rZgA5R8wZmri6/
Não consigo resolver problemas de acesso na minha conta,"Estou tentando recuperar a senha de acesso da minha conta, mas ao inserir o email de recuperação, é exibido uma mensagem de erro, ",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-resolver-problemas-de-acesso-na-minha-conta_cbTuAPkz2arDZYwJ/
Cobrança indevida,"Olá, vocês estão cobrando uma taxa mensal de inatividade na minha conta de investimento no US. Abri a conta com vocês porque prome",,Há 1 mês,https://www.reclameaqui.com.br/avenue-securities/cobranca-indevida_Snz6HME7slB9eDAV/
Avenue liquida posição de cripto sem aprovação do cliente,No dia 16/02/2023 a AVENUE liquidou uma posição da crypto HARMONY ONE qtda. 3******* no valor de $0.02593 creditando $8.54.,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/avenue-liquida-posicao-de-cripto-sem-aprovacao-do-cliente_2auolCo0fE7g-14D/
Não está funcionando a retirada de dinheiro,"Estou a 2 semanas tentando retirar dinheiro da Avenue porém o sistema apresenta um erro, não consigo contato com ninguém pelo apli",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-esta-funcionando-a-retirada-de-dinheiro_1b0jhGIdLsdJp0kS/
Empresa negligência o cliente,"Cada dia mais tenho a certeza de que a corretora é uma das piores pra ser ter conta, além de cobrar caríssimo por todo e qualquer ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/empresa-negligencia-o-cliente_HmpZIwUWTplz-mkv/
Taxa de inatividade sem aviso,Fui surpreendido hoje (16/02) com um e-mail dizendo que meu saldo estava negativo. Não encontrei em absolutamente nenhum lugar (ap,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/taxa-de-inatividade-sem-aviso_-cCctmrWNc9m4xiJ/
Impossível cancelar conta,"Fui surpreendido hoje com um email da Avenue dizendo que meu saldo está negativo.Entrei na plataforma e vi uma ""taxa de",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/impossivel-cancelar-conta_eScIoO6ZVyLHhPba/
Sistema e atendimento péssimo,"Sistema está péssimo, tanto o online quanto o mobile. Não está carregando os dados dos meus investimentos. Se não bastasse, o aten",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/sistema-e-atendimento-pessimo_ilTUhd--fXz1bMi9/
Cobrança de inatividade Avenue. Não recebi nenhuma notificação no dia 04/07/2022 da avenue conforme eles dizem ter enviado.,Hoje fui surpreendido com um email dizendo que estava com saldo negativo. Entrei no aplicativo e descobri que existe cobrança agor,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/cobranca-de-inatividade-avenue-nao-recebi-nenhuma-notificacao-no-dia-04-07_YO6wOOmyrh-vlxHJ/
Não fizeram meu reembolso conforme o prometido e não me deram nenhuma satisfação!!!,Boa tarde! Deixo aqui a minha indignação com a Avenue que não cumpriu o combinado comigo. A empresa me deu a informação conforme a,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-fizeram-meu-reembolso-conforme-o-prometido-e-nao-me-deram-nenhuma-satis_AQa2clLwcXii-A2E/
Não estou conseguindo entra ma minha conta,"Faz alguns meses que não entro na minha conta, e durante esse tempo eu troquei de número, atualmente eu não consigo entra, gostari",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-estou-conseguindo-entra-ma-minha-conta_VYKyXMQYydtvi51F/
Cadastro no Registrato,"Notei em consulta recente ao Registrato, do Banco Central, o cadastro de meu CPF na empresa Coin-Distribuidora de Títulos e Valore",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/cadastro-no-registrato_vJWALaqrWGrD_pLT/
Quantidade de compras.,"Boa tarde,Quantas ordem posso enviar?",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/quantidade-de-compras_JObv7WlMPKKr1bu7/
Fui cobrada duas vezes pela mesma transação,"No dia 10/02/2023, fiz uma compra de ingresso pela internet e fui cobrada duas vezes pela mesma transação, como se vê no print em ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/fui-cobrada-duas-vezes-pela-mesma-transacao_elGVxYJL7kWTCmji/
"Entrega de cartão, nunca solicitado e que nunca recebi",Recebo e-mails da Avenue falando da entrega de um cartão de crédito que nunca solicitei.Nunca fui cliente da Avenue.Te,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/entrega-de-cartao-nunca-solicitado-e-que-nunca-recebi_V4Y5qD_UVa-wXpIj/
Não entendo porque estou negativado na conta Banking.,"Era para eu ter U$83,25 no meu cartão de débito Avenue e agora apareço com um saldo negativo de $283,25 na conta banking. Aparecem",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-entendo-porque-estou-negativado-na-conta-banking_SOhT4yQXC9SIIQaj/
"Erro na plataforma, cliente assume prejuizo","Vendi um ativo na plataforma da Corretora Avenue em 27/01 e dia 06/ 02 ,o ativo volta para minha conta por um erro no sistema dele",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/erro-na-plataforma-cliente-assume-prejuizo_MJceOdETx6HrtO9J/
Tarifas abusivas,"Quando abri minha conta na avenue, a empresa tinha taxa grátis para corretagem, e não tinha taxa de inatividade. Com o tempo a emp",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/tarifas-abusivas_uDTgFN5mIvBdUX-T/
Nova conta para transferência,"no dia 31/01/2023,a Avenue me enviou um email, informando que teria que realizar novos depositos atraves de uma nova conta, desde ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nova-conta-para-transferencia_ua1eDqcWvKFhzS08/
Suporte horrível,"Vamos lá!Tudo começou a alguns dias atrás, eu tinha umas ações precisa do dinheiro de volta, fazia tempo que tinha inv",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/suporte-horrivel_CbS9nhjVWsKaXlUt/
Exclusão de conta,"Solicitei o cancelamento da conta Avenue dia 2 de Fevereiro 2023 por telefone, o atendente após concluir o processo de cancelament",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/exclusao-de-conta_F7kEZi6Ouvtd8JDJ/
Taxas implementadas após a contratação,A Avenue está agindo de[Editado pelo Reclame Aqui] com as pessoas que abriram contas de investimentos com eles após as diversas pr,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/taxas-implementadas-apos-a-contratacao_mjXdG-QF667Blq9K/
Não é possível fazer retirada da conta brasileira na Avenue.,Estou tentando efetuar a retirada de um valor que está na conta brasileira na Avenue para uma conta no Brasil. Havia cadastrado a,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-e-possivel-fazer-retirada-da-conta-brasileira-na-avenue_DM-gEM53Nxt93Pgk/
Saque não efetivado e cobranças indevidas de tarifa,"Boa tarde!No último dia 03/02 solicitei uma transferência/saque de minha conta na Avenue para outra conta, ciente da t",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/saque-nao-efetivado-e-cobrancas-indevidas-de-tarifa_nKiA-fO5AxEm5rKH/
Conta e cartão entregue sem solicitação,"Acabei de receber um e-mail dizendo que meu cartão foi entregue, porém nunca solicitei conta e nem cartão. ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/conta-e-cartao-entregue-sem-solicitacao_CIatu-_K_wo6ggm4/
Não consigo finalizar o cadastro,"Criei a conta e passei pelo processo de informações da conta, mas na parte dos dados pessoais quando vou finalizar ocorre o erro &",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-finalizar-o-cadastro_aRt8vTUpzpLAqXM0/
cartão não solicitado,"Recebi um email hoje, 8.2.23, dizendo que meu cartão foi entregue e procedimentos para desbloquea-lo.Nunca solicitei esse ca",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/cartao-nao-solicitado_iaZix1SI1D9Txmno/
Avenue card enviado sem ter solicitado,"Hoje, dia 08/02/2023, eu recebi um e-mail dizendo que o cartão avenue não foi entregue no endereço solicitado, porém eu não solici",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/avenue-card-enviado-sem-ter-solicitado_nrhMNWO3H8Xd6i08/
Conta que não criei,"Hoje dia 8/02/23, recebi um email da Avenue informando que meu cartão Avenue foi entregue, sendo que não criei conta na Avenue, e ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/conta-que-nao-criei_WCCKBO_XWnyjNtM7/
Sistema Câmbio,"Dólar cai, sistema Avenue Cai. Absurdo. Sempre assim.",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/sistema-cambio_IQcCZcRcUqtbdYBs/
Desinteresse em ter-me como cliente,"A Avenue cobra taxa escorchante para emissão do cartão, porém, abre exceções, que o digam as reclamações com essa resposta aqui no",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/desinteresse-em-ter-me-como-cliente_W_h1cl8NqRohghd-/
Não consigo fazer cambio Dólar- > Real e retirar meu dinheiro,"Tenho uma conta na Avenue e vendi todas as minhas ações, tentei depois de alguns dias fazer a o cambio pra real novamente e retira",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-fazer-cambio-dolar-gt-real-e-retirar-meu-dinheiro_2tVK3GHsK7030EKG/
Tarifas abusivas,"Fui para o Paraguai e levei o cartão de débito da avenue pra não ter q andar com dinheiro, fiz uma compra de 2.390,00 dólares que ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/tarifas-abusivas_ZsZXENILGCJpjNbt/
Sumiram ativos do meu portfólio,Fui acessar a conta da Avenue esse mês e 6 cotas de um ativo específico desapareceram da minha conta. Entrei em contato com o supo,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/sumiram-ativos-do-meu-portfolio_1Vi60Nxik0BQDTBa/
Não consigo investir,No dia 25 de janeiro fiz o cambio de real para dolar e desde entao não consigo fazer um investimento pois sempre aparece a mensage,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-investir_IJl752MPi_qBg6EY/
Não consigo atendimento,"Tenho uma conta na Avenue, fui fazer o aporte do mês e não consegui e aí descobri que a corretora não está atendendo em nenhum tel",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-atendimento_Fe2MYoVni2EGF4sm/
Não consigo sacar o meu dinheiro,"Consta que eu tenho um valor em patrimônios nos EUA, mas não tem a opção de sacar ou retirar meu dinheiro. ESTOU IMPOSSIBILITADO D",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-sacar-o-meu-dinheiro_Q24gRT3PJx0-qBia/
Conta desconhecida no Registrato,Olhei hoje no meu registrato e consta lá uma conta aberta em nome de COIN-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA (pes,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/conta-desconhecida-no-registrato_twDvQ-0cVDsfeZm-/
Problema no Aviso de Viagem,"Estou em viagem em Bahrain, cadastrei o aviso de viagem mas o cartão não passa.  Por conta disso, estou tendo q passar o cartão de",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/problema-no-aviso-de-viagem_rt4gpJHhgIu46PUR/
No dia da baixa história do dolar avenue não executou minha compra de câmbio e gerou prejuizo,"Realizei com muito custo a compra de cambio em 02/02 na plataforma,  e mais tarde descobri que a compra foi rejeitada. Nenhuma exp",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/no-dia-da-baixa-historia-do-dolar-avenue-nao-executou-minha-compra-de-cambi_wfWz9aaGwp3m1C33/
Indisponibilidade do serviço frente a boas oportunidades no câmbio,Ratifico aqui reclamações de outras pessoas vistas nesta plataforma.Ontem o dólar chegou em um valor muito atrativo para com,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/indisponibilidade-do-servico-frente-a-boas-oportunidades-no-cambio_DTmE-1j44IguF-bm/
"Ano passado fiz uma conta na Avenue para investir, mas agora estou com saldo negativo e não consigo liquidar o que tenho.","Boa tarde tenho uma conta com vcs , e não tem suporte pelo app.Ano passado fiz uns investimentos pequenos mas retirei , e ac",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/ano-passado-fiz-uma-conta-na-avenue-para-investir-mas-agora-estou-com-sald_5rb86ZznZmKAUAYN/
Empresa desorganizada,"Abri uma conta na Avenue no dia 15 fev 2023, quando apresentei os documentos exigidos - RG e comprovante de residência em nome de ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/empresa-desorganizada_Qc2lzSTWFLL9f2b8/
Bloqueio de conta indevida,"Segunda feira (13/02) fui acessar minha conta no app e estava bloqueada, entrei em contato, me disseram que um chamado foi aberto ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/bloqueio-de-conta-indevida_EpVH1fA2dSf7OJAs/
Cobrança de taxa por inatividade,"Hoje para minha surpresa recebi um e-mail dessa corretora me informando que meu saldo está negativo nesta corretora, por uma supos",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/cobranca-de-taxa-por-inatividade_2l3i83Gojp0po_6u/
Problemas com operação de câmbio,"Boa tarde, Possuo um saldo (em dólares) na minha conta, resultado de uma venda de ações, e preciso converter este valor em r",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/problemas-com-operacao-de-cambio_IEGWAOjPXkmjhImp/
Recebi e-mail informando entrega de cartão e nunca tive nenhum contato com a empresa,"No dia 8/2/2023, recebi um e-mail enviado pelo sistema Flash de entrega (com domínio *******), de que meu cartão Avenue Card físic",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/recebi-e-mail-informando-entrega-de-cartao-e-nunca-tive-nenhum-contato-com_OI6WJjaCzDF_TTme/
EXECUÇÃO PARCIAL DE ORDEM COM COBRANÇA DE CORRETAGEM,"Efetuei em 24/02/23 uma ordem compra de 50 ações da KO (Coca Cola) no After Market, porém foram executadas apenas 12 e o restante ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/execucao-parcial-de-ordem-com-cobranca-de-corretagem_pUXY-1OQVWOzADNV/
Avenue erro ao solicitar cambio real para dolar,"Realizei um Pix para a conta da Avenue e estou tentando fazer o Câmbio, porém o retorno é uma mensagem de erro:error.C",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/avenue-erro-ao-solicitar-cambio-real-para-dolar_eDeRiDG81GBQv8gQ/
Encerramento de conta,1-Favor encerrar minha conta na Avenue.2- fiz uma venda de um ativo a mercado pois não apareceu a opção de stop ou limitada.,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/encerramento-de-conta_-ZvIxkdX7gpCpzaz/
Pix não localizado,"Nos últimos dias realizei 3 pix para minha conta:Dia 21/01 - R$2600 e R$600,00Dia 22/01 as 23h52 - R$600,0",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/pix-nao-localizado_897-sRilY9BtA7DS/
Exclusão de dados,Recentemente fui vítima de um [Editado pelo Reclame Aqui] em um banco digital que não utilizava há tempos. Diante disso desejo a e,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/exclusao-de-dados_kE8aW0ZZdHIC21-x/
Não consigo sacar dinheiro,"Primeiramente, fiquei com saldo negativo na conta, por questão de ""inatividade"", a qual achei ridículo. Por tal motivo, ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-sacar-dinheiro_a6yUlhvIwGOeaJKd/
Exigência absurda para acessar relatórios de rendimentos,"Tenho conta na Avenue há 3 anos. Lá no início, alguns ativos foram transferido da DW para a Avenue, ativos os quais eu nem tenho m",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/exigencia-absurda-para-acessar-relatorios-de-rendimentos_MsTGb5GXyACekpTA/
Não tenho acesso a minha conta Avenue,"Recentemente pedi para a Avenue alterar meu número de telefone, eles entraram em contato comigo e acho que erraram algum dígito po",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-tenho-acesso-a-minha-conta-avenue_Z1WGbTTdW167kzl-/
Encerramento de conta,"Olá, abri conta na avenue anos atrás e na data assinei um contrato do qual não constava nenhuma taxa de inatividade a ser cobrada.",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/encerramento-de-conta_y_4ELtqJAOcRGEPO/
Existem pendências para o cálculo de seus relatórios,"Meus relatórios do imposto de renda dos anos anteriores sumiram e estão solicitando preenchimento de dados faltantes, contudo não ",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/existem-pendencias-para-o-calculo-de-seus-relatorios_SwIbI0vFL-t3enBD/
"Gostaria de alterar o numero do meu celular, moro fora do Brasil","Gostaria de alterar o numero do meu celular, moro fora do Brasil.Meu numero: +*******9",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/gostaria-de-alterar-o-numero-do-meu-celular-moro-fora-do-brasil_4Bl0DpahPIu1p64F/
RETIRAR DADOS DO REGISTRATO 13.059.145,"Solicitei sob o protocolo 01268479 a exclusão dos meu dados através do encerramento da conta, que está constando na relação do Ban",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/retirar-dados-do-registrato-13-059-145_WBhJhbUvaSbA2c_V/
Dinheiro depositado e não consigo fazer cambio ou sacar,Transferi dinheiro ontem e ontem mesmo tentei fazer cambio que foi rejeitado por causa do horário. Até ai tudo bem.Só que ho,,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/dinheiro-depositado-e-nao-consigo-fazer-cambio-ou-sacar_pn1Kxe2d8yOPkdzI/
Nao consigo encerrar minha conta,"Ja solicitei diversas vezes pelo app, onde dizem que o encerramento seria processado em até 7 dias, porém NUNCA obtive resposta. D",,Há 2 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-encerrar-minha-conta_ie64VoH8cmOD83jO/
Não consigo retirar meu dinheiro,Diante das altas taxas tanto de inatividade quanto de quantidade mínima de movimentação quero retirar todo meu dinheiro e encerrar,,Há 3 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-retirar-meu-dinheiro_1hvlovtoOj6PxImJ/
Falha na Plataforma = Taxa de Cambio expressa.,Boa Noite Avenue  Nesta segunda as 10hs fui comprar dólar (depois de muitos meses) sem mexer reparei nas divisões de c,,Há 3 meses,https://www.reclameaqui.com.br/avenue-securities/falha-na-plataforma-taxa-de-cambio-expressa_NS4YxtXfktr2wfgu/
A avenue está cobrando taxas por inatividade,"A corretora Avenue está cobrando taxas absurdas por inatividade, e nem avisa no app, só por email . Além disso, eles aumentaram pr",,Há 3 meses,https://www.reclameaqui.com.br/avenue-securities/a-avenue-esta-cobrando-taxas-por-inatividade_5tQg6UWGlkwuAgK7/
Não recebi meus dividendos,"Comprei MPW na DATAEX (07/12/22) com a finalidade de receber os dividendos da mesma, e não se concretizou, deveriam ter sido pagos",,Há 3 meses,https://www.reclameaqui.com.br/avenue-securities/nao-recebi-meus-dividendos_f4LqIWDcUghSZzMu/
Encerrar conta,"Boa tarde, não estou conseguindo encerrar minha conta na Corretora Avenue já tentei pelo app, e pelo telefone informado (0800 760 ",,Há 3 meses,https://www.reclameaqui.com.br/avenue-securities/encerrar-conta_yg1oGeXOOhJJ9vdt/
Problemas com Retirada de valores,"Solicitei uma retirada de saldo para outra conta bancária mas, ao realizar a operação vi que tinha digitado de forma incorreta min",,Há 3 meses,https://www.reclameaqui.com.br/avenue-securities/problemas-com-retirada-de-valores_skIdlUTHxpV8FyFC/
DIMINUIÇÃO | 10 ORDENS PARA 3 | TAXA DE INATIVIDADE | AUMENTO TAXA DE CORRETAGEM,Nao acredito que mudaram de 10 ordens gratuitas aos mês para apenas 3!!!! Infelizmente em pouco tempo realizarei saques de todos m,,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/diminuicao-10-ordens-para-3-taxa-de-inatividade-aumento-taxa-de-corre_MIzzZsaIj93VVG2j/
Emissão do cartão de débito absurdo,"Solicitei o cartão de débito da Avenue o qual está para chegar amanhã, de acordo com o rastreio*******8. Embora eu goste muita da ",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/emissao-do-cartao-de-debito-absurdo_jjSFvz1m1lkONjBo/
Saldo negativo ???,Baixei o aplicativo aqui pra dar uma analisada e vi que minha conta está com saldo negativo de 50 centavos ? Quero saber o por que,,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/saldo-negativo_gVBKuq1eol0K9MW2/
Redução de quantidade de corretagem gratuita e aumento de taxa,"Sempre utilizei a Avenue pela facilidade na declaração do IR e utilização do app, mesmo pagando uma taxa de spread acima da média ",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/reducao-de-quantidade-de-corretagem-gratuita-e-aumento-de-taxa_6b_iVh9GViPqgBQc/
Alteração da tabela de custos sem as devidas notificações,"Alteraram a taxação e só enviaram uma notificação por email que cai no spam, porém a news deles cai na caixa principal, só a tabel",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/alteracao-da-tabela-de-custos-sem-as-devidas-notificacoes_ZGTPzxDyFXTm1P-g/
"cobrança da emissao do cartao de debito internacional absurda, todos os outros concorrentes nao cobram por essa emissao!!","cobrança da emissao do cartao de debito internacional absurda, todos os outros concorrentes nao cobram por essa emissao!!",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/cobranca-da-emissao-do-cartao-de-debito-internacional-absurda-todos-os-out_flhfTO1w3aQsY1tN/
Mudança repentina na proposta da empresa,"A Avenue se vendeu muito bem como uma corretora feita para brasileiros, uma corretora com taxas gratuitas (mesmo tendo um limite d",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/mudanca-repentina-na-proposta-da-empresa_HXsBBvJupQLoGfLI/
Cobrança duplicada - atendimento ruim - viagem exterior,"Pessoal, dividindo com vocês um péssima experiência que tive com eles quando estava viajando para fora do país. Era meu único cart",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/cobranca-duplicada-atendimento-ruim-viagem-exterior_SXGdv5LpmjI8RQkc/
Não respondem o chat. Impossível falar com atendente!,Estou tentando contatar algum atendente da Avenue pelo chat mas é uma árdua missão. Não tem nada avisando q em breve o atendimento,,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/nao-respondem-o-chat-impossivel-falar-com-atendente_NHwcmjl8iBtRvWbM/
Taxa de inatividade retroativa.,Recebi um email sobre os novos termos da Avenue sobre uma nova taxa de inatividade que seria cobrada caso a conta nao fosse movime,,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/taxa-de-inatividade-retroativa_Ne_nSqX8lQbLInGj/
Diminuição no numero de corretagens grátis é um absurdo!,Diminuiram as corretagem grátis de 10 para 3. isso é muito pouco!! Estou pensando seriamente em retirar meu capital dessa empresa.,,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/diminuicao-no-numero-de-corretagens-gratis-e-um-absurdo_ErUsyqyYZqfDIQcF/
"propaganda enganosa: Alteração de ordens grátis de 10 para 3, sem aviso no app e com divergência de informação",Alteração das ordens grátis reduzindo de 10 para 3 por mês. Não recebi avisos oficiais. Olhando a página do app ainda consta como,,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/propaganda-enganosa-alteracao-de-ordens-gratis-de-10-para-3-sem-aviso-no_Shae_urvjLcqSzHl/
Não consigo atendimento para acesso ao app,"Boa tarde, Não consigo recuperar o acesso à minha conta. Troquei de telefone e troquei de número de celular. Sei as cr",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/nao-consigo-atendimento-para-acesso-ao-app_54Wj0OAMnM2dYNRy/
Cancelar conta," E eu estou tentando efetuar o cancelamento da minha conta na Avenue, no aplicativo,  no chat não tem essa opção e o jeito é tenta",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/cancelar-conta_ge8hyRRKuG9yyioF/
Atendimento Avenue - demorado e nao resolvem o problema,"Fiquei por quase MEIA HORA esperando o atendente da Avenue (Leonam) para ele me dizer que nao seria com ele, e eu seria transferid",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/atendimento-avenue-demorado-e-nao-resolvem-o-problema_O_re7tk1q3LjmUqL/
"Transferi o dinheiro para minha conta, aparece como liquidado mas não foi.","Fiz a transferência da Avenue para meu banco Itaú no dia 04/07/2022 e a data de liquidação estava para o mesmo dia, hoje já é dia ",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/transferi-o-dinheiro-para-minha-conta-aparece-como-liquidado-mas-nao-foi_SisC5DgOGhyV3f4G/
Taxa de inatividade..,"No dia 02/08/2022, entrei em contato pelo atendimento via chat, argumentando quando a tal taxa de inatividade iria começar a ser c",,Há 8 meses,https://www.reclameaqui.com.br/avenue-securities/taxa-de-inatividade_cCW2Q47SejXUvlMg/
